complaint_id,officer_id,po_race,po_sex,po_assigned_unit,allegations_investigated,investigative_findings,disciplinary_findings
15-0097,55825406,white,male,0200 02ND DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
15-0097,31104623,white,male,0200 02ND DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
15-0098,24673845,black,male,1700 17TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
15-0099,93910371,white,male,6600 NORTHWEST DETECTIVE,Lack of Service,No Sustained Findings,Not Applicable
15-0099,95517808,black,female,3500 35TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
15-0100,78564531,white,male,2400 24TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
15-0100,50265123,white,male,0600 06TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
15-0100,55171205,white,male,0600 06TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
15-0100,50265123,white,male,0600 06TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
15-0100,55171205,white,male,0600 06TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
15-0100,78564531,white,male,2400 24TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
15-0101,63561670,black,male,2500 25TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
15-0101,75908243,white,male,6801 MOUNTED PATROL UNIT,Departmental Violation,No Sustained Findings,Not Applicable
15-0101,75908243,white,male,6801 MOUNTED PATROL UNIT,Physical Abuse,No Sustained Findings,Not Applicable
15-0102,38865091,latino,male,3900 39TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
15-0102,87007867,black,male,3900 39TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
15-0103,,,,,No C.A.P. Investigation,Not Applicable,Not Applicable
15-0104,80927278,black,male,2500 25TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
15-0104,80927278,black,male,2500 25TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
15-0105,89090806,black,male,1200 12TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
15-0105,49811593,black,male,1200 12TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
15-0105,65251848,black,female,1200 12TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
15-0106,41700937,white,male,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
15-0106,69856492,white,male,3500 35TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
15-0107,35339509,black,female,2200 22ND DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
15-0107,94589807,white,male,2200 22ND DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
15-0108,93687211,white,male,3500 35TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
15-0108,93687211,white,male,3500 35TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
15-0108,93687211,white,male,3500 35TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
15-0109,28938600,white,male,0600 06TH DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
15-0109,30986863,black,male,0600 06TH DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
15-0110,55933381,black,male,9844 Domestic Prepardnes,Harassment,No Sustained Findings,Not Applicable
15-0110,55933381,black,male,9844 Domestic Prepardnes,Departmental Violation,Sustained Finding,No Guilty Findings
15-0111,34781953,black,male,0600 06TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
15-0112,23725244,white,male,2400 24TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
15-0112,23725244,white,male,2400 24TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
15-0113,,,,,Lack of Service,No Sustained Findings,Not Applicable
15-0114,55029756,black,male,3900 39TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
15-0114,70805093,black,male,3900 39TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
15-0115,35252992,latino,male,0200 02ND DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
15-0115,68952524,latino,male,0200 02ND DISTRICT,Departmental Violation,Sustained Finding,Guilty Finding
15-0115,68952524,latino,male,0200 02ND DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
15-0116,63743631,white,male,0300 03RD DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
15-0116,63743631,white,male,0300 03RD DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
15-0116,63743631,white,male,0300 03RD DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
15-0117,24866105,black,male,1900 19TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
15-0118,56064874,white,male,2200 22ND DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
15-0118,65976259,white,male,2200 22ND DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
15-0118,65976259,white,male,2200 22ND DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
15-0118,65976259,white,male,2200 22ND DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
15-0118,25909463,white,male,2200 22ND DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
15-0118,56041871,white,male,2200 22ND DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
15-0118,25909463,white,male,2200 22ND DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
15-0118,25909463,white,male,2200 22ND DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
15-0118,56041871,white,male,2200 22ND DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
15-0119,87634260,latino,male,1400 14TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
15-0120,92223798,white,male,1200 12TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
15-0121,33823053,white,male,0200 02ND DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
15-0121,33823053,white,male,0200 02ND DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
15-0121,20646325,white,male,0200 02ND DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
15-0121,20646325,white,male,0200 02ND DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
15-0122,47133333,white,male,1200 12TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
15-0122,47133333,white,male,1200 12TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
15-0122,37559434,latino,female,1200 12TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
15-0122,37559434,latino,female,1200 12TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
15-0122,95623895,black,male,1200 12TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
15-0122,95623895,black,male,1200 12TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
15-0122,47133333,white,male,1200 12TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
15-0122,68604909,white,male,1200 12TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
15-0122,51562883,white,male,1200 12TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
15-0122,68604909,white,male,1200 12TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
15-0123,61748239,latino,male,2500 25TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
15-0123,93460275,white,male,2500 25TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
15-0123,93460275,white,male,2500 25TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
15-0123,93460275,white,male,2500 25TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
15-0124,17262365,black,male,1900 19TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
15-0125,,,,,Lack of Service,No Sustained Findings,Not Applicable
15-0126,82025567,black,male,2200 22ND DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
15-0127,91924249,asian,male,1600 16TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
15-0128,44282380,black,male,0100 01ST DISTRICT,Criminal Allegation,No Sustained Findings,Not Applicable
15-0129,81654779,black,male,5200 TRAFFIC DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
15-0129,,,,,Departmental Violation,No Sustained Findings,Not Applicable
15-0129,76542703,white,male,3900 39TH DISTRICT,Departmental Violation,Sustained Finding,No Guilty Findings
15-0129,76542703,white,male,3900 39TH DISTRICT,Physical Abuse,Sustained Finding,No Guilty Findings
15-0130,,,,,Criminal Allegation,No Sustained Findings,Not Applicable
15-0131,35252992,latino,male,0200 02ND DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
15-0131,79541971,white,female,0200 02ND DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
15-0131,35252992,latino,male,0200 02ND DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
15-0131,79541971,white,female,0200 02ND DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
15-0132,,,,,Unprofessional Conduct,No Sustained Findings,Not Applicable
15-0133,22329294,white,male,4601 S.W.A.T.,Physical Abuse,No Sustained Findings,Not Applicable
15-0134,41472970,black,female,3900 39TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
15-0135,83072358,black,male,1900 19TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
15-0135,16865140,asian,male,1900 19TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
15-0135,21957818,black,female,1900 19TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
15-0135,16865140,asian,male,1900 19TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
15-0135,21957818,black,female,1900 19TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
15-0135,29652711,asian,male,1900 19TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
15-0135,21957818,black,female,1900 19TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
15-0135,21957818,black,female,1900 19TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
15-0136,11426736,black,male,6003 HOMICIDE UNIT,Physical Abuse,No Sustained Findings,Not Applicable
15-0136,11426736,black,male,6003 HOMICIDE UNIT,Verbal Abuse,No Sustained Findings,Not Applicable
15-0136,11249238,white,male,6003 HOMICIDE UNIT,Verbal Abuse,No Sustained Findings,Not Applicable
15-0137,87591688,white,male,1900 19TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
15-0137,63689557,white,male,1900 19TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
15-0137,63689557,white,male,1900 19TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
15-0137,87591688,white,male,1900 19TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
15-0138,,,,,Physical Abuse,No Sustained Findings,Not Applicable
15-0138,,,,,Verbal Abuse,No Sustained Findings,Not Applicable
15-0139,22122270,black,female,1800 18TH DISTRICT,Criminal Allegation,No Sustained Findings,Not Applicable
15-0140,72875329,white,male,6500 SOUTHWEST DET,Lack of Service,No Sustained Findings,Not Applicable
15-0141,59821855,white,female,9817 PUBLIC AFFAIRS,Harassment,No Sustained Findings,Not Applicable
15-0142,77468473,white,male,1900 19TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
15-0142,77468473,white,male,1900 19TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
15-0142,77468473,white,male,1900 19TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
15-0142,77468473,white,male,1900 19TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
15-0143,75370256,white,male,6400 NORTHEAST DET,No C.A.P. Investigation,Not Applicable,Not Applicable
15-0143,99547731,white,male,9800 INTERNAL AFFAIRS,No C.A.P. Investigation,Not Applicable,Not Applicable
15-0144,66221391,white,male,1200 12TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
15-0144,32927324,black,female,1200 12TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
15-0145,81825410,white,male,2200 22ND DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
15-0145,40881254,white,male,2200 22ND DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
15-0146,,,,,Physical Abuse,No Sustained Findings,Not Applicable
15-0147,14975664,white,male,1500 15TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
15-0148,32476884,white,male,0800 08TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
15-0149,93902475,latino,male,1500 15TH DISTRICT,Harassment,No Sustained Findings,Not Applicable
15-0149,93902475,latino,male,1500 15TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
15-0149,76295167,black,male,1500 15TH DISTRICT,Harassment,No Sustained Findings,Not Applicable
15-0149,76295167,black,male,1500 15TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
15-0150,23153955,black,male,1700 17TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
15-0150,21098825,white,male,1700 17TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
15-0150,21098825,white,male,1700 17TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
15-0150,48021165,white,male,1700 17TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
15-0150,48021165,white,male,1700 17TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
15-0151,20717737,white,male,2200 22ND DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
15-0152,64698068,white,male,1400 14TH DISTRICT,Harassment,No Sustained Findings,Not Applicable
15-0153,95329152,latino,male,1500 15TH DISTRICT,Harassment,No Sustained Findings,Not Applicable
15-0153,88498918,white,male,1500 15TH DISTRICT,Harassment,No Sustained Findings,Not Applicable
15-0153,82000162,white,male,5300 HIGHWAY PATROL,Departmental Violation,Sustained Finding,Training/Counseling
15-0154,54162523,black,male,7700 AIRPORT,Lack of Service,No Sustained Findings,Not Applicable
15-0155,53367044,black,male,1900 19TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
15-0155,17179452,white,male,1900 19TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
15-0156,88890478,white,male,1200 12TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
15-0156,88890478,white,male,1200 12TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
15-0156,45238191,black,male,1200 12TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
15-0157,88294984,black,male,4922 RADIO ROOM,Lack of Service,No Sustained Findings,Not Applicable
15-0158,18990480,white,male,3900 39TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
15-0159,29333764,white,male,1700 17TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
15-0160,18297483,white,male,1900 19TH DISTRICT,Lack of Service,Sustained Finding,Training/Counseling
15-0160,41164495,black,male,1900 19TH DISTRICT,Lack of Service,Sustained Finding,Training/Counseling
15-0161,59235803,white,male,2400 24TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
15-0161,59235803,white,male,2400 24TH DISTRICT,Other Misconduct,No Sustained Findings,Not Applicable
15-0162,12219125,white,male,3500 35TH DISTRICT,Harassment,No Sustained Findings,Not Applicable
15-0162,12219125,white,male,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
15-0163,22528764,black,male,4500 CENTER CITY DISTRIC,Unprofessional Conduct,No Sustained Findings,Not Applicable
15-0163,84958230,white,male,4500 CENTER CITY DISTRIC,Unprofessional Conduct,No Sustained Findings,Not Applicable
15-0164,14892751,white,male,2200 22ND DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
15-0164,55615808,white,male,2200 22ND DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
15-0165,87506372,asian,male,1800 18TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
